prod_id,retailer,product_name,original_number_reviews,rating
xlsImpprod11421003,ulta,Simply Pink Lip Cream,35,82
P386288,sephora,Diorskin Nude Shimmer Instant Illuminating Powder,35,94
xlsImpprod3650168,ulta,La Base Pro ,35,90
xlsImpprod5640388,ulta,bareMinerals Jack Of All Trades Lip Balm,34,86
VP12311,ulta,VelvetMineral Pressed Powder Foundation,34,80
P389135,sephora,Paint Party - 24 Press Pods,34,42
P389037,sephora,Le Rouge Limited Edition Burgundy,34,94
P395331,sephora,Classic Multitasker Contour #55,34,86
P383311,sephora,The Original Creamy Khôl Me Kajal Eyeliner,34,78
P384762,sephora,Sumptuous Infinite Daring Length + Volume Mascara,34,84
xlsImpprod5260115,ulta,No Foundation Foundation,34,86
xlsImpprod10141152,ulta,Skin Perfection Gel,34,84
xlsImpprod5440033,ulta,Doll Eye Waterproof Mascara - Black,34,60
P8866,sephora,#15 Double Sided Brush,34,92
P386417,sephora,Most Wanted Vol. II Eye Liner Duo,34,78
P394224,sephora,CALIFORNIA BRONZE™ Multi Effect Bronzing Trio,34,88
xlsImpprod11061146,ulta,Velvet Luxe Soft Focus Sculpting Brush #315,34,96
P384465,sephora,BROWFOOD Phyto-Medic Eyebrow Enhancer,34,78
xlsImpprod4141561,ulta,Collection Noir Powder Black Liner,34,62
P383310,sephora,Tenue De Perfection Timeproof Foundation SPF 20,34,80
P389033,sephora,Velvet Lip Liner,34,88
P386117,sephora,BB Radiance Beauty Balm,34,70
xlsImpprod5520023,ulta,Lash Accelerator Endless Mascara,34,80
P388641,sephora,BLUSH VOLUPTÈ - Heart Of Light Powder Blush,34,88
xlsImpprod840060,ulta,Sharpener,34,86
xlsImpprod11851093,ulta,PhotoReady Eye Art,34,66
P312111,sephora,Nail Jewelry,34,84
xlsImpprod5530017,ulta,Cobra Mascara,34,80
xlsImpprod4040057,ulta,PhotoReady Eye Primer Brightener,34,64
P383334,sephora,No Smudge Mascara,34,74
xlsImpprod3110503,ulta,Brow Shaping Studio,34,76
P391351,sephora,Pro's Picks Portables - Lip Tar: Test Tube x 12 Set,34,80
P389133,sephora,Paint The Town,34,88
xlsImpprod4540025,ulta,Total Intensity Mascara,34,82
P389181,sephora,Fairy Dust Eye Shimmer,34,72
P392152,sephora,DARE TO STARE™ 5 piece Eye Set,34,80
xlsImpprod6450086,ulta,The Brush Guard Cleaning Kit,34,88
19389,mac,False Lashes Extreme Black,34,82
P204323,sephora,All Over Eye Colour Brush,34,98
P390963,sephora,beautyblender® + Benefit Kit,34,86
P376842,sephora,Passion Duo Gloss Fusion Lipstick,34,76
xlsImpprod3040061,ulta,Baked Eyeshadow,34,84
P386115,sephora,BB Bounce Beauty Balm,34,76
xlsImpprod5280339,ulta,100 Percent Natural Lip Gloss,34,70
xlsImpprod11981003,ulta,Pout Pen,33,56
xlsImpprod3120783,ulta,Mighty Mini Slant Tip Tweezer w/ Safety Cap,33,76
xlsImpprod3120791,ulta,Eazy Tweezy Slant Tip Tweezer w/ Safetly Cap,33,48
xlsImpprod4710065,ulta,Double Tipped Cotton Swabs 375 Ct,33,74
xlsImpprod11061080,ulta,Airbrush Blurring Concealer Brush #103,33,94
xlsImpprod3900615,ulta,"Large 10-1/2"" Hand Mirror",33,82
P286608,sephora,Mister Radiant,33,82
xlsImpprod4200249,ulta,Rouge In Love Lipcolor,33,80
xlsImpprod3440077,ulta,LED Satin Nickel Makeup Mirror,33,68
P375169,sephora,Mister Smooth Primer,33,82
xlsImpprod11001347,ulta,Get BIG Lashes! Volume Curl Mascara,33,78
xlsImpprod12531010,ulta,Voluminous Miss Manga Rock Mascara,33,86
P385231,sephora,Bronze Perfect CC Cream,33,76
xlsImpprod5370021,ulta,Supernatural Poreless Flawless SPF 15,33,84
22075,mac,Prep + Prime BB Beauty Balm Compact SPF 30,33,74
xlsImpprod6320736,ulta,Powder Blush,33,84
xlsImpprod3190261,ulta,Natural Lash - Black 108,33,92
P396101,sephora,Amazonian Clay 12 Hour Skintuitive Blush - Energy,33,92
P375984,sephora,Nude Liner Plump & Define Lip Pencil,33,80
P379410,sephora,CC Cream SPF 18,33,68
P397407,sephora,Black Magic Set of 2 Makeup Remover Cloths,33,96
P393402,sephora,Fluid Sheer,33,82
P396026,sephora,Brett Brow™ Duo-Shade Pencil,33,84
P387885,sephora,Disposable Mascara Wands,33,94
P393671,sephora,Eyes To Kill Mascara,33,90
P383163,sephora,Aqua Foundation Illuminator,33,92
xlsImpprod5180447,ulta,Herbal Treatment Concealer,33,78
P395559,sephora,Iconic Looks Makeup Palette,33,82
P397898,sephora,Travel Brow Kit,33,42
xlsImpprod6330169,ulta,Smart Shade CC Luminous Primer,33,76
xlsImpprod5120049,ulta,Baked Split Highlighter Duo with Brush,33,90
P395555,sephora,Lip Mixology Palette,33,68
xlsImpprod6500034,ulta,Brow Envy,33,92
P386782,sephora,Summer Sparkle Lit Kit,33,96
xlsImpprod10821036,ulta,Magic Skin Beautifier BB Cream Anti- Fatigue,33,52
xlsImpprod11851105,ulta,Colorlicious Lip Lava Lipgloss,33,90
xlsImpprod5770245,ulta,Bye Bye Lid Lines,33,64
xlsImpprod12581005,ulta,Complete Precision Blending Set,33,88
19310,mac,Mineralize Charged Water Moisture Eye Cream,33,92
20500,mac,Mineralize Concealer,33,86
xlsImpprod5960608,ulta,Pro Performance Lipstick,33,82
P400172,sephora,Intensive Skin Serum Concealer,33,78
xlsImpprod6330238,ulta,A La Mode Eyes,32,86
P399780,sephora,The Sofia - Five Piece Petites Le Marc Lip Crème Collection,32,94
xlsImpprod3920623,ulta,Bronzer Brush,32,70
prod2107519,ulta,Translucent Oil Control Powder,32,82
xlsImpprod5180439,ulta,Brow Pencil,32,88
P395730,sephora,Time To Prime,32,88
xlsImpprod11611021,ulta,Ultra HD Lip Lacquer,32,78
22392,mac,Pressed Pigment,32,86
P378149,sephora,Tinted Eye Brightener,32,86
P376900,sephora,The Eyeshadow Smooth Eye Colour Quad,32,82
xlsImpprod4670063,ulta,Carbon Black Telescopic Precision Liquid Eyeliner,32,74
xlsImpprod11861001,ulta,FaceStudio Mast Prime Blur + Smooth Primer,32,68
1092,mac,Cremestick Liner,32,88
xlsImpprod10881164,ulta,Ready Set Gorgeous Concealer,32,66
P313044,sephora,Pro Angled Shadow Brush #13,32,88
37094,mac,Studio Waterweight SPF 30 Foundation,32,76
P301778,sephora,Makeup Removing Water,32,76
xlsImpprod4141549,ulta,Collection Noir Glossy Black Liner,32,82
xlsImpprod4200251,ulta,Cease Crease Eye Shadow Primer,32,64
P388013,sephora,Mattifying Blotting Films,32,94
P392829,sephora,"bareMinerals® By Popular Demand 6 Piece Collection For Face, Eyes & Lips",32,66
xlsImpprod12011169,ulta,High Definition Foundation,32,78
xlsImpprod1320074,ulta,Summer Eclipse Bronzing & Shimmery Face Powder,32,80
xlsImpprod11581525,ulta,Wonder Lip Paint,32,74
324,mac,168 Large Angled Contour Brush,32,90
xlsImpprod5560039,ulta,24/7 Brow Express,32,84
29745,mac,Patentpolish Lip Pencil,32,94
P384955,sephora,Transformer Liquid Lipstick,32,62
P402036,sephora,Classic False Lashes,32,94
P399823,sephora,Eternally Yours Liquid Lipstick Set,32,90
xlsImpprod1840057,ulta,Eye Shadow Trio,32,80
P400556,sephora,Silky Satin Lip Colour,32,90
xlsImpprod11381019,ulta,Smooth Liquid Camo Concealer,32,80
P382246,sephora,MODSTER Long Play™ Lip Vinyl,32,82
P379556,sephora,Cosmetic Sponge Wheel,32,86
xlsImpprod10991307,ulta,Cils Booster Reno,32,88
P377433,sephora,Glam Liner Intense Liquid Eyeliner,32,78
xlsImpprod11831001,ulta,Bold Metals 200 Oval Shadow Brush,31,90
xlsImpprod11861039,ulta,Argan Wear Renew BB Cream,31,82
P393347,sephora,Bold Marsala Mascara & Brow Highlighter,31,58
P386404,sephora,Shadow & Light Bronze/ Contour Perfector™,31,86
P395921,sephora,Christopher Kane for NARS Lip Gloss,31,90
xlsImpprod1500570,ulta,Mango Crush Cheek and Lip Stain,31,68
xlsImpprod6500042,ulta,Tightliner 10-In-1 Dual-Ended Brush,31,78
P390807,sephora,Beauty Wishes And Sweet Kisses,31,84
xlsImpprod1800289,ulta,Professional 15x Mirror,31,66
xlsImpprod3190275,ulta,Natural Starter Kit - 116,31,80
xlsImpprod12011199,ulta,Green CC Cream,31,78
P384586,sephora,Magnificent Metal Liners,31,76
P388263,sephora,Sexy Mother Pucker™ Pillow Plump™ XXL,31,76
P386177,sephora,Instant Nail & Cuticle Care,31,74
P386810,sephora,"Love, Dolly™ Limited Edition Full-On™ Lip Polish",31,88
xlsImpprod12741031,ulta,Sharpener,31,90
P193245,sephora,All-Over Shadow Brush,31,94
P270575,sephora,Face Blender Brush,31,70
xlsImpprod5050021,ulta,Collection Chocolate Liquid Brown Liner,31,76
P386907,sephora,Double Wear All-Day Glow BB Moisture Makeup Broad Spectrum SPF 30,31,72
P393307,sephora,Météorites Perles De Blush,31,70
P387836,sephora,Rockitude Lip & Cheek Kit,31,90
xlsImpprod10141150,ulta,Lash Perfection Gel,31,90
P382069,sephora,Sparkle Eye Shadow,31,80
P377700,sephora,Météorites Perles du Paradise,31,82
P393988,sephora,Deluxe Manicure Kit,31,86
P386275,sephora,Heated Lash Curler,31,66
P393367,sephora,bling.ring by beautyblender®,31,86
P383441,sephora,Liquid Lash Silk Mascara,31,40
xlsImpprod4141553,ulta,Collection Noir Satin Finish Liner,31,88
xlsImpprod12781075,ulta,Salvation Velvet Lip Lacquer,31,62
xlsImpprod4370881,ulta,Baked Bronzers,31,86
P394696,sephora,Naked Lip Whip,31,86
xlsImpprod12651007,ulta,SuperStay Better Skin Concealer,31,82
P382985,sephora,HYDRATE - Nail Hydrator,31,90
xlsImpprod1380030,ulta,Online Only Swimmables Water Resistant Bronzer,31,84
xlsImpprod641135,ulta,Cheekers Bronzer,31,82
xlsImpprod11861047,ulta,Argan Wear Bronzer,31,66
xlsImpprod11861033,ulta,Touch Of Glow Foundation,31,88
xlsImpprod11851089,ulta,Perfection BB Cream Matte,31,76
P382448,sephora,Contour Lipliner Pencil,31,88
xlsImpprod5050053,ulta,Fly With Me Mascara - Jet Black,31,48
xlsImpprod10521125,ulta,Bold Lacquer Waterproof Mascara by Grow Luscious,30,64
xlsImpprod11351223,ulta,Great Lash Real Impact Mascara,30,40
prod2103242,ulta,Brow Groomer Scissor/Comb ,30,80
P388272,sephora,Mineral Beauty Balm Broad Spectrum SPF 50,30,82
P378721,sephora,Pro Visionary Precise Natural Powder Brush #121,30,92
xlsImpprod10821032,ulta,Visible Lift Blur Blush,30,80
P382580,sephora,Smokey Eye Kajal Liner,30,84
xlsImpprod4010191,ulta,Butt Naked Eye Color Kit,30,80
P385384,sephora,Gazing Paint Liquid EyeLiner,30,58
1625,mac,Lip Erase,30,84
xlsImpprod5000013,ulta,Close Up: Real Life to Red Carpet PRO Eye Tutorial,30,88
xlsImpprod12741009,ulta,Lash Princess False Lash Effect Mascara,30,92
xlsImpprod5840058,ulta,Lip Gloss,30,74
P294008,sephora,Triple Lighting Foundation SPF 22 PA++ Refill,30,82
P377571,sephora,Capture Totale Multi-Perfection Makeup Base 25 SPF - PA++,30,78
P388614,sephora,Alexa Chung Fabric Effect,30,70
P385750,sephora,Airblush Maracuja Blush,30,90
xlsImpprod6390351,ulta,Ombre Cheek Color,30,86
P394342,sephora,The Celestial Skin Liquid Lighting,30,84
P400150,sephora,ART. LOVE. COLOR. Master Class,30,80
P385669,sephora,Poudre Première Mat & Translucent-Finish Loose Powder,30,94
xlsImpprod6200671,ulta,Eye Make-Up Remover Gel (Non-Oily),30,74
P386817,sephora,Dior Addict It-Line,30,70
xlsImpprod12011171,ulta,Color Correcting Concealer,30,76
P398011,sephora,Bright Set Pressed Finishing Powder,30,84
P381173,sephora,Brow Gel,30,82
P270571,sephora,Shimmer Blush,30,80
xlsImpprod4980035,ulta,Amazonian Clay Universal Lip Liner,30,64
xlsImpprod5770297,ulta,Heavenly Luxe Jumbo Powder Brush,30,98
33785,mac,Prep + Prime Face Protect Lotion SPF 50,30,34
xlsImpprod2280101,ulta,Travel Concealer Brush,30,92
xlsImpprod3460291,ulta,Eye & Lip Makeup Remover,30,84
xlsImpprod3650152,ulta,Effacernes,30,84
xlsImpprod2270013,ulta,Oval Mirror 5x,30,82
xlsImpprod6320746,ulta,PhotoReady Skinlights Face Illuminator,30,88
P395359,sephora,Strays Away Set of 4 Mini Tweezers,30,80
xlsImpprod6340328,ulta,Visible Lift CC Eye Concealer,30,82
813,mac,208 Angled Brow Brush,30,98
xlsImpprod11061202,ulta,You're Easy On The Eyes Dual-Ended Eye Shadow Brush Set,30,88
P395549,sephora,Argan Enlightenment Illumizing Veil,30,86
xlsImpprod11741053,ulta,Trave Size Photo Finish Foundation Primer Pore Minimizing,30,74
1344,mac,182 Buffer Brush,30,92
P398421,sephora,Ombre Rouge Eye Palette,30,92
xlsImpprod5440035,ulta,Duo Lash Adhesive Clear,30,84
P382373,sephora,134 Large Powder Fan Brush,30,92
xlsImpprod6481562,ulta,Spackle Under Make-Up Primer,30,80
xlsImpprod3190267,ulta,Glamour Lash - Black 101,30,82
P393450,sephora,Hot Collection - Hot Nudes Eye Palette,29,64
xlsImpprod5440001,ulta,Lash Care Gentle Eye Makeup Remover Pads,29,80
xlsImpprod4370733,ulta,Set & Correct Baked Powder,29,88
P398995,sephora,Fresh Glow - Luminous Fluid Base,29,98
P395339,sephora,Double Time Double Ended Brush Set,29,80
P377432,sephora,Intenseyes Black Intensity Mascara,29,80
xlsImpprod3030011,ulta,Bronze Booster Glow-Boosting Sun Stones,29,66
xlsImpprod4090151,ulta,Bronze Booster Glow-Boosting Season-To Season Bronzer,29,66
P270583,sephora,Rich Color Gloss,29,86
xlsImpprod5250003,ulta,Pout Perfection Waterproof Lip Liner,29,88
P244438,sephora,Smoothing Eyeliner Pencil,29,76
P394555,sephora,Smashbox + Donald Robertson: Be Legendary Lipstick,29,84
xlsImpprod1800281,ulta,Professional Oval Mirror with Stand,29,84
xlsImpprod5250039,ulta,Online Only Swimmables Water Resistant Blush,29,92
xlsImpprod4150007,ulta,Sun Beam,29,80
xlsImpprod5280337,ulta,100 Percent Natural Lip Shine,29,76
P395635,sephora,Sephora Collection Music Festival Kit,29,92
xlsImpprod5520019,ulta,Covergirl and Olay Eye Rehab Concealer,29,56
xlsImpprod11021174,ulta,BB Cream Tea Tree Light,29,82
P379126,sephora,Bronzer,29,92
P381142,sephora,Perfect Pair,29,90
prod1901301,ulta,Lash & Brow Definer,29,74
xlsImpprod3400189,ulta,Modlash Strip Lash - 33 Black,29,84
28045,mac,Oval 6 Brush,29,80
xlsImpprod6380073,ulta,ScandalEyes Gel Eyeliner,29,76
315,mac,150 Large Powder Brush,29,58
285,mac,190 Foundation Brush,29,90
xlsImpprod3470015,ulta,Magnifeye 10X Magnifying Mirror,29,86
xlsImpprod4270205,ulta,Eye Shadow Base,29,94
xlsImpprod3190147,ulta,Individual Eyelashes Combination 51 Ct,29,64
P380044,sephora,Ariel Mermaid's Song 4 Piece Lip Gloss Set,29,66
xlsImpprod11061204,ulta,Experience Velvet Blurring 5 Pc Ultimate Luxe Set,29,88
P383055,sephora,Xtend Your Youth Dual Fusion Water,29,72
xlsImpprod5280229,ulta,Face & Body Sculpting Brush,29,88
P392883,sephora,Face Finishing Moisturizer Tint,29,76
xlsImpprod1840005,ulta,Online Only Lash Activator Gel,29,70
xlsImpprod11611017,ulta,Travel Brush Cleaner,28,82
xlsImpprod10881172,ulta,Colorlicious Lip Gloss,28,76
xlsImpprod4960003,ulta,Smart Shade Blush,28,88
253,mac,Wipes,28,90
xlsImpprod11151043,ulta,Automatic Foundation Applicator Universal Starter Kit,28,88
P393498,sephora,Luminessence CC Color Control Bright Moisturizer SPF 35,28,90
P267816,sephora,Automatic Fine Eyeliner,28,76
P397383,sephora,Opening Act Lash Primer,28,90
P286609,sephora,Phenomen'Eyes Effet Extension Set,28,70
P393306,sephora,Météorites Compact,28,86
xlsImpprod641075,ulta,Mineral Face Brush,28,86
P375506,sephora,Cat Eye Velvet Eyeliner Applique,28,68
xlsImpprod10341005,ulta,Naked Flushed Double Ended Brush,28,86
P377127,sephora,Aburatorigami Japanese Beauty Papers Duo,28,76
P376619,sephora,Cream Foundation Brush,28,80
1406,mac,Brow Finisher,28,94
xlsImpprod11421031,ulta,Lip Per-fekt,28,88
xlsImpprod6330333,ulta,bareMinerals Brightening Gold Mineral Veil,28,86
20501,mac,Mineralize Foundation / Loose,28,94
P280949,sephora,Perfect Refining Foundation SPF 16,28,80
xlsImpprod5840056,ulta,Lip Butter,28,86
xlsImpprod6380045,ulta,Super BB All-In-1 Beauty Balm Kit,28,82
xlsImpprod11851107,ulta,Colorlicious Lipstick,28,72
P390946,sephora,Glitz Fix™,28,80
VP00265,ulta,Brow Powder,28,92
xlsImpprod4710067,ulta,Double Tipped Cotton Swabs 200 Ct,28,82
xlsImpprod6320469,ulta,Bombshell Intense Eye Liner,28,66
xlsImpprod6330141,ulta,Retractable Bronzer Brush,28,78
P393454,sephora,Long Lashing: Contoured Eyelash Comb,28,68
xlsImpprod11861005,ulta,FaceStudio Mast Prime Blur + Redness Control Primer,28,64
P384982,sephora,Backstage Eye Prime,28,68
xlsImpprod3430081,ulta,Grow Luscious Plumping Waterproof Mascara,28,60
P382790,sephora,Precious Metal Mousse Shadow,28,52
xlsImpprod3400019,ulta,Mosaic Compact Powder,28,82
xlsImpprod5800022,ulta,bareMinerals READY Luminizer Duo The Love Affair & The Shining Moment,28,80
P390431,sephora,Full Coverage Face Brush,28,92
xlsImpprod3400179,ulta,Glamour Lash - Black 106,27,92
xlsImpprod6320750,ulta,Smart Shade Loose Finishing Powder,27,68
xlsImpprod2960207,ulta,ColorStay Finishing Powder,27,74
prod1031148,ulta,LashTite Clear Adhesive,27,62
7183,mac,Chromagraphic Pencil,27,96
P386056,sephora,No Dark Shadows - Complexion Enhancer,27,72
P377408,sephora,Loose Colour Concentrate,27,84
xlsImpprod2280103,ulta,Travel Foundation Brush,27,80
1391,mac,188 Small Duo Fibre Face Brush,27,76
1508,mac,134 Large Powder Brush,27,86
P375521,sephora,Liquid Eyeliner Moiré,27,88
4063,mac,Studio Finish Skin Corrector,27,90
386,mac,219 Pencil Brush,27,96
P393802,sephora,Lush Lips Water Plumping Primer,27,70
xlsImpprod6380183,ulta,The Sex Bomb Femme Fatale Shadow Palette,27,72
P393363,sephora,Show Curl Lash Curler,27,76
P396333,sephora,Vernis À Lèvres Pop Water Glossy Stain,27,84
P386265,sephora,Conditioning Lash Primer,27,80
P382240,sephora,AMERICANA Natural Lip Color Pencil,27,82
xlsImpprod11061112,ulta,Live Beauty Fully Buffing Mineral Powder Brush #206,27,94
xlsImpprod10291026,ulta,Professional Remarkable Washable Waterproof Mascara,27,86
P376163,sephora,Nail Wand,27,86
xlsImpprod5430063,ulta,Cancellation Concealer w/ Brush,27,86
VP12117,ulta,Professional Eye Shadow Crease Brush,27,88
xlsImpprod5050059,ulta,Propel My Eyes Mascara - Jet Black,27,78
P310206,sephora,Typography 4-Piece Nail Polish Set,27,68
P393672,sephora,Eyes To Kill Waterproof Mascara,27,80
xlsImpprod5100053,ulta,Pink Frosted Animal Cracker Lipshine,27,88
xlsImpprod12331039,ulta,Limited Edition Enigma Eye Shadow Primer Potion,27,86
VP11910,ulta,Makeup Kit,27,86
P306004,sephora,Foundation Brush,27,78
xlsImpprod4760617,ulta,The Quickie Mascara,27,76
xlsImpprod11861043,ulta,Argan Wear Blush,27,80
P400020,sephora,Leave Your Mark Full-On Lip Polish & Lip Cream Set,27,82
xlsImpprod12011135,ulta,Brow Pencil,27,94
19396,mac,Zoom Waterfast Lash,27,78
xlsImpprod5000007,ulta,I'm So Sensitive Soothing Face Primer,27,80
xlsImpprod6340330,ulta,True Match Mineral Powder,27,86
P394167,sephora,Artistique Blush,27,78
P389314,sephora,Be Gelous Collection,27,76
xlsImpprod6400211,ulta,Onyx Great Grip Eyelash Curler,27,82
xlsImpprod6340366,ulta,I Do,27,94
33821,mac,Prep + Prime 24-Hour Extend Eye Base,26,94
xlsImpprod5900361,ulta,Lip Strip Smoothing Sugar Scrub,26,70
P398377,sephora,Luminous Goddess Aura Beam,26,76
P396338,sephora,One Night Only Wash Off Face & Body Lotion,26,90
P378285,sephora,DayWear BB Anti-Oxidant Beauty Benefit Creme SPF 35,26,76
P306533,sephora,Mister Perfect Instant Makeup Eraser High Definition,26,86
P280945,sephora,Shimmering Rouge,26,82
VP00271,ulta,Velvet Mineral Loose Powder Foundation,26,82
P390226,sephora,Colorful Sequin Glitter,26,70
P268711,sephora,Aquarelle,26,70
xlsImpprod2390217,ulta,One Step Complexion Brush #33,26,94
P294015,sephora,Face Powder In Jar,26,88
xlsImpprod2280097,ulta,Travel Eye Shadow Crease Brush,26,88
xlsImpprod5190179,ulta,Film Noir Drama Liner,26,74
P389162,sephora,ALEXIS BITTAR LIQUID GOLD: BEAUTY BRUSH SET + STAND,26,88
P391404,sephora,Get The Look Set,26,70
P390144,sephora,Brow Perfector,26,70
xlsImpprod11061086,ulta,Airbrush Powder Wand Brush #108,26,88
xlsImpprod5260189,ulta,Collection Noir Powdery Brown Liner,26,64
xlsImpprod6400498,ulta,Naturalites Superfull Triple Pack 100,26,88
xlsImpprod4040059,ulta,Age Defying w/ DNA Advantage Powder,26,74
P379947,sephora,Gentle Eye Makeup Remover,26,72
P378722,sephora,Pro Visionary Square Foundation Brush #112,26,86
xlsImpprod6470031,ulta,Chateau Kisses Lip Gloss,26,84
xlsImpprod5390065,ulta,Sheer Tint SPF 20,26,92
xlsImpprod6371210,ulta,Lip Luxe 8 Hour Lip Color,26,84
P374912,sephora,Velvet Eyeliner Appliques,26,50
xlsImpprod560322,ulta,Brow Shaping Scissors and Brush,26,92
xlsImpprod5570089,ulta,Botanics All Bright Soothing Eye Make Up Remover,26,90
xlsImpprod12011147,ulta,Brow Stencils,26,68
P398372,sephora,Brow Tech Matte Pencil,26,86
xlsImpprod11911117,ulta,Spackle Mattifying Under Make-up Primer,26,90
xlsImpprod11061118,ulta,Live Beauty Fully Essential Concealer Brush #212,26,90
P379045,sephora,Terracotta 4 Seasons Tailor-Made Bronzing Powder,26,90
xlsImpprod11151039,ulta,Naked Basics Double-Ended Brush,26,86
P109949,sephora,Camouflage Powder Brush,26,94
P376092,sephora,Double-Ended Complexion Brush,26,80
xlsImpprod11851063,ulta,Wonderlash Mascara,26,64
P393446,sephora,Skin Smoothing Pore Perfector,25,82
xlsImpprod11861003,ulta,FaceStudio Mast Prime Blur + Illuminate Primer,25,74
xlsImpprod12221013,ulta,Poreless Perfection Foundation,25,86
xlsImpprod6320386,ulta,Miracle Worker Concealer,25,76
P379127,sephora,Illuminator,25,88
P393527,sephora,Sugar Sweeties Mini Lip Duo,25,92
xlsImpprod4270195,ulta,Cream + Powder Blush Duo,25,92
P394259,sephora,Bronze & Glow Contour Brush,25,94
xlsImpprod12011179,ulta,3D Eyeshadow,25,88
P393409,sephora,Rouge Ecstasy Express Moisture Rich Lipcolor,25,72
P375376,sephora,Domed Shadow Brush,25,100
44552,ulta,Mosaics,25,68
P386263,sephora,CC Eye Correcting Concealer,25,80
P395561,sephora,Craig & Karl Felt Eyeliner Set,25,94
xlsImpprod12011211,ulta,Vinyl Liquid Liner,25,88
xlsImpprod5440039,ulta,Twin Pack Lash 110,25,96
P395557,sephora,Sun Disk Limited Edition,25,92
21866,mac,Extra Dimension Eye Shadow,25,94
xlsImpprod1790025,ulta,Magic Mosaic Multi-Colored Custom Light Bronzer in Warm Beige,25,58
P399704,sephora,Olivia Palermo x Ciaté London Smokey Suedes Eye Palette,25,88
P395230,sephora,Real Tempting Threesome,25,62
xlsImpprod10881180,ulta,The De-Puffer Eye Concealer with Olay,25,60
P393679,sephora,Double Ended Contour Brush,25,76
P396035,sephora,Beach Tint Lip Shimmer Soufflé,25,60
xlsImpprod6380081,ulta,ScandalEyes Retro Glam Waterproof Mascara,25,42
357,mac,Pro Eye Makeup Remover,25,76
P395335,sephora,Pro Contour Kabuki #82,25,90
P385761,sephora,"The Brow Architect™ Brow Shaper, Liner & Definer",25,78
xlsImpprod2230223,ulta,Brow Kit,25,74
P398947,sephora,The Face III Buffing Foundation Brush,25,96
xlsImpprod5050019,ulta,Collection Chocolate Skinny Brown Liner,25,84
P378701,sephora,Crystaltastic Nails,25,58
xlsImpprod4710035,ulta,Square Foundation Sponges 3 Ct,25,84
xlsImpprod12781079,ulta,Amazing Lipstick,25,74
xlsImpprod1380004,ulta,Online Only LashActivator Primer,25,78
P393984,sephora,Sonic Airbrush Sponge,25,64
P375977,sephora,Automatic Eye Pencil,25,84
P395236,sephora,"Lights, Camera, Action Lash Duet",25,74
prod1901357,ulta,Facial Hair Scissors,25,86
P383024,sephora,bareMinerals READY® Luminizer Duo,24,80
P393442,sephora,Eyes To Kill Silk Eye Shadow,24,94
xlsImpprod10921088,ulta,"Deluxe Lights, Camera, Lashes Mascara",24,82
P393276,sephora,Express Eye Makeup Remover Wipes,24,78
xlsImpprod11061098,ulta,Airbrush Blurring Kabuki Brush #123,24,84
xlsImpprod5230031,ulta,Naturally Beautiful Lash System - Naturally Lush,24,80
P391922,sephora,Outrageous Intense Waterproof Gel Eyeliner,24,46
P394204,sephora,always perfect™ Mini BARESKIN™ Perfecting Veil & Brush Duo,24,84
xlsImpprod5660004,ulta,Professional Foam Jumbo Wedges 16ct,24,54
P395627,sephora,Mineral Face SPF 30 - Matte Tint,24,82
xlsImpprod6330244,ulta,Brow Enhancing Serum Advanced,24,74
xlsImpprod3820223,ulta,Going Solo Lash,24,70
xlsImpprod11831003,ulta,Bold Metals 201 Pointed Crease Brush,24,90
P379528,sephora,Classic Uniform Complexion Powder Brush #31,24,68
xlsImpprod12651001,ulta,Eye Studio Lasting Drama Waterproof Gel Pencil,24,86
xlsImpprod11921013,ulta,Concealer Stick,24,84
P393669,sephora,Black Ecstasy Mascara,24,76
P389166,sephora,ALEXIS BITTAR LIQUID GOLD: BEAUTY BRUSH + TRAVEL WRAP,24,80
xlsImpprod2910043,ulta,Lip Perfection Lipliner,24,80
P393670,sephora,Eyes To Kill Excess Mascara,24,86
1482,mac,Studio Moisture Fix SPF 15,24,80
P396355,sephora,GLOSS on the go™ Double-Ended Marvelous Moxie Lipgloss Set,24,96
xlsImpprod11061082,ulta,Airbrush Flawless Foundation Brush #104,24,80
P393405,sephora,Lasting Silk UV Foundation SPF 20,24,94
xlsImpprod11861025,ulta,Sexy Boost Cat Eyes Mascara,24,84
P385579,sephora,Maxi Lash - Waterproof,24,62
xlslmpprod11021197,ulta,Hydrating Lip Balm,24,90
xlsImpprod640052,ulta,Lip Balm Tin,24,90
P398985,sephora,Burberry Kisses Lipstick,24,98
P382503,sephora,Superprimer Face Primer - Colour Corrects Dullness,24,70
P393111,sephora,Hide and Sleek Skinny Cheek Contour Brush,24,88
P390975,sephora,Candy Cane House,24,86
17338,mac,Pro Longwear Eye Shadow,24,94
36168,mac,Upward Lash,24,76
xlsImpprod6330240,ulta,Bonjour Soleil Summer Bronzing Wardrobe,24,94
xlsImpprod12541005,ulta,Front of the Line PRO Eye Pencil,24,84
xlsImpprod11061096,ulta,Airbrush Radiance Fan Brush #116,24,82
prod1901087,ulta,Slant Tip Tweezer,24,78
xlsImpprod10881146,ulta,Colour Riche Ombre Quad,24,82
xlsImpprod4390055,ulta,Baked Highlighter with Double-Ended Face & Eye Applicator,24,92
P392003,sephora,Greek Yoghurt Cleansing & Make-Up Removing Wipes For All Skin Types,24,78
xlsImpprod10881142,ulta,ScandalEyes Rockin Curve Mascara,24,78
xlsImpprod12011159,ulta,Definition Eyelashes No. 126,24,90
