prod_id,retailer,product_name,original_number_reviews,rating
xlsImpprod4141567,ulta,Pin-Up Tease Boudoir Mascara,137,66
P313014,sephora,Pro Angled Contour Brush #75,136,90
P394554,sephora,Smashbox + Donald Robertson: Photo Angle Pure Pigment Gel Liner,136,58
xlsImpprod1910065,ulta,Lash & Brow Gel Mascara,136,82
xlsImpprod4070017,ulta,Illegal Length Fiber Extensions Waterproof Mascara,136,68
xlsImpprod11061084,ulta,Airbrush OMG! Foundation Brush #106,136,90
P384786,sephora,Capture Totale Dreamskin,136,86
xlsImpprod3570101,ulta,BountiFULL Lashes Mascara,136,72
P376533,sephora,Matte Setting Powder,136,82
P308019,sephora,Stay All Day® Waterproof Volumizing Mascara,135,62
P374930,sephora,ROUGE INTERDIT Magic Lipstick,135,80
xlsImpprod560192,ulta,Healthy Volume Mascara,135,78
xlsImpprod6500020,ulta,24/7 Velvet Eye Pencil,135,76
xlsImpprod2150092,ulta,2-In-1 Pencil Sharpener,135,90
P305404,sephora,Buxom Pen & Ink Long-Last Eyeliner,135,64
xlsImpprod10721011,ulta,Pumped Up! Colossal Volum'Express,135,70
xlsImpprod6330248,ulta,Duo Brow/Eye Liner Angled Cut/Spooley Brush (#12),135,94
xlsImpprod4480187,ulta,Volum' Express The Colossal Cat Eyes Mascara,135,76
xlsImpprod12391013,ulta,Frog Prince Lipstick,135,84
P377273,sephora,The Bronze Of Champions,135,90
xlsImpprod2260007,ulta,Mineral Sheers Loose Powder Foundation,134,80
15667,mac,Sheen Supreme Lipstick,134,86
P253314,sephora,Le Prisme Visage Mat Soft Compact Face Powder,134,84
P236819,sephora,5-Colour Designer All-In-One Artistry Palette,134,86
xlsImpprod3520041,ulta,ColorStay Pressed Powder,134,80
P381810,sephora,Teint Couture Long-Wearing Fluid Foundation Broad Spectrum SPF 20,134,92
xlsImpprod4920007,ulta,Color Riche Eyeshadow Quads,134,78
xlsImpprod10141284,ulta,Make Up Setting Spray,134,72
xlsImpprod4570071,ulta,Travel Size Professional Brush & Sponge Cleaner,134,82
xlsImpprod4570037,ulta,Anti-Aging BB Cream,134,76
xlsImpprod820340,ulta,Dr. Feelgood,133,80
P386466,sephora,No Bronzer Bronzer,133,86
xlsImpprod5900534,ulta,Matte Lipstick,133,82
xlsImpprod11851081,ulta,Provocalips 16Hr Kissproof Lip Colour,133,80
P376286,sephora,Blotting Powder,133,82
44554,ulta,Herbal Lip Gloss,133,82
xlsImpprod10821082,ulta,Best In Faux Lash Extending Fibers,133,58
373,mac,Studio Tech,133,84
prod390010,ulta,Lash Discovery Mini Brush Very Black Washable Mascara,133,86
P384585,sephora,Pro Large Domed Stippling Brush #41,133,70
prod1901185,ulta,Slant Tip Micro Fine Tweezer,133,80
P396005,sephora,Pro Bronze Fusion,133,78
xlsImpprod5120071,ulta,Sinner - Opaque Lipstick,132,88
xlsImpprod3490145,ulta,Volum' Express The Falsies Flared Waterproof Mascara,132,70
xlsImpprod4930117,ulta,Organic Wear Fake Out Mascara,132,58
P383116,sephora,Eye Paint,132,84
xlsImpprod1860045,ulta,MoistureShine Gloss,132,82
xlsImpprod5540009,ulta,Volum' Express Falsies Big Eyes Mascara,132,74
P386626,sephora,Aqua Matic,132,80
xlsImpprod3000249,ulta,3D Liquid Lustre,132,94
P384683,sephora,10HR Fix & Correct Concealer,132,70
xlsImpprod4820059,ulta,Return Of Sexy,132,88
P129705,sephora,Magic Khol Eye Liner Pencil,132,84
xlsImpprod4930109,ulta,Clump Crusher Waterproof Mascara,132,78
P270596,sephora,Extra SPF 25 Tinted Moisturizing Balm,132,82
xlsImpprod4620011,ulta,The POREfessional Value Size,132,92
xlsImpprod10881154,ulta,Infallible Silkissime Eye Liner,131,74
xlsImpprod11381017,ulta,Smooth Liquid Camo Foundation,131,82
prod2129273,ulta,Mineral Glow,131,90
P395729,sephora,Lash Stash To Go,131,92
xlsImpprod3280311,ulta,Studio Perfect Primer in Clear,131,82
967,mac,Prep + Prime Skin,131,86
xlsImpprod10991309,ulta,Grandiose Mascara,131,84
P395239,sephora,Showstopper Clay Palette,131,90
P385756,sephora,Golden Days & Sultry Nights Amazonian Clay Collector's Shadow Palette,130,66
P387270,sephora,They're Real! Remover,130,58
xlsImpprod1790159,ulta,Sugarbomb,130,88
P270599,sephora,Face Touch Up Stick,130,90
xlsImpprod1790119,ulta,Eye Makeup Remover,130,74
P385117,sephora,Lift Off Lash Comb,130,90
xlsImpprod2940199,ulta,Makeup Remover Cleansing Towelettes 21 Ct,130,88
xlsImpprod10341037,ulta,bareMinerals Up Close and Beautiful,130,86
P380694,sephora,READY™ 8.0 Power Neutrals,130,88
P309322,sephora,Paint Pots Nail Polish,129,84
10182,mac,Haute & Naughty Lash,129,84
808,mac,Pro Longwear Lipcolour,129,92
xlsImpprod1860003,ulta,"Clean Makeup, Normal Skin",129,72
xlsImpprod5770267,ulta,No. 50 Serum Anti-aging Collagen Veil Primer,129,88
P379416,sephora,The Bronze - Bronzer Brush No. 12,129,96
xlsImpprod560096,ulta,De-Crease Eye Shadow Base,129,72
xlsImpprod3440117,ulta,Oil Free Makeup Eraser Sticks 24 Ct,128,88
P377921,sephora,Cinnamon Plumping Lip Oil,128,68
xlsImpprod5770251,ulta,Your Lips But Better Waterproof Lip Liner Stain,128,80
prod280062,ulta,Rose Radiance All-Over Face Color,128,92
xlsImpprod11061094,ulta,Airbrush Complexion Perfection Brush #115,128,92
xlsImpprod3030033,ulta,Shimmer Strip Eye Liner Trio,127,82
P398775,sephora,Ultra HD Invisible Cover Stick Foundation,127,88
P386793,sephora,CC Cream Daily Correct Broad Spectrum SPF 35 Sunscreen,127,88
968,mac,Prep + Prime Lip,127,90
P261212,sephora,Pure Sheer SPF Lip Treatment,127,80
P110012,sephora,Velour Puff,127,84
xlsImpprod3430085,ulta,Age Defying DNA Advantage Makeup,127,74
P387272,sephora,Always Sharp Lip Liner,127,66
prod370006,ulta,Take A Brow Kit,127,86
P231021,sephora,Magic Kajal Eye Pencil,126,70
xlsImpprod3000251,ulta,3-in-1 Waterproof Eye Liner Pencil,126,52
P377412,sephora,Nail Lacquer,126,80
xlsImpprod4560007,ulta,Pore Perfecting Complexion Primer Potion,126,78
24923,mac,Mineralize Moisture SPF 15 Foundation,126,74
xlsImpprod11001325,ulta,Gel Eye Liner,126,78
VP00130,ulta,Hide The Blemish Concealer,125,82
xlsImpprod1000070,ulta,Double Feature Concealer & Highlighter,125,86
xlsImpprod5430075,ulta,Bulletproof Essentials Starter Kit,125,84
xlsImpprod4480183,ulta,Shine Control Makeup SPF 20,125,58
P393660,sephora,Narsissist Dual Intensity Eyeshadow Palette,125,74
xlsImpprod700226,ulta,bareMinerals A Little Sun Face Color,125,90
xlsImpprod641115,ulta,Eye Enhancers 3 Kit Shadows,125,84
P390969,sephora,Coconut Watercolor Lip Stain & Shine,125,66
P310715,sephora,Glossy Gloss - Galore,125,78
P109963,sephora,Secret Brightener,125,76
P394564,sephora,Watercolor Lip Gloss Library,125,68
xlsImpprod2960205,ulta,Define-A-Line Eyeliner,125,70
xlsImpprod5080093,ulta,bareMinerals Prime Time Neutralizing Foundation Primer,125,80
P381017,sephora,Smarty Plants™ CC SPF 20 Skin Complexion Corrector,124,78
xlsImpprod820350,ulta,Dandelion,124,92
P379415,sephora,O!Mega Bronze - Perfect Tan,124,90
xlsImpprod1230022,ulta,bareMinerals True All Over Face Color,124,92
xlsImpprod1930125,ulta,Healthy Wear SPF 50 Tinted Moisturizer,124,82
xlsImpprod2360089,ulta,Primed & Poreless Powder,124,86
xlsImpprod3510081,ulta,Lash Accelerator Serum,124,80
P313010,sephora,Pro Foundation Brush #47,124,90
P385757,sephora,LipSurgence™ Lip Gloss,123,78
P382758,sephora,Color Treat Nail Polish,123,74
P381175,sephora,Greek Yoghurt Nourishing Primer,123,70
xlsImpprod4960045,ulta,Eye Studio Master Duo Glossy Liquid Liner,123,56
P313040,sephora,Pro Brow Brush #20,123,82
xlsImpprod2300047,ulta,Cover Girl Simply Ageless Serum Primer,123,86
P268212,sephora,Lip Pencil,123,88
P379067,sephora,B.B. Cream Light Broad Spectrum SPF 27 PA++,123,76
xlsImpprod2730199,ulta,Concentrated Lash Boosting Serum,123,82
P395669,sephora,Classic Color Lipsticks,123,98
P385744,sephora,Noir Couture Volume Mascara,122,80
P35410,sephora,Powder Brow Pencil,122,88
P377724,sephora,Ambient Powder Brush,122,90
P397923,sephora,Metal Crush Eyeshadow,122,94
P381731,sephora,Top Secrets All-In-One BB Cream Skintone Corrector,122,84
P379442,sephora,Eyebrow Mousse,122,88
xlsImpprod5400005,ulta,Color + Care Liquid Lip Balm,122,86
xlsImpprod6380065,ulta,Stay Matte Primer,121,80
P261402,sephora,Bronzing Pressed Powder,121,92
xlsImpprod3650102,ulta,Artliner,121,92
P392351,sephora,New Nudes Sheer Lip Gel,121,84
P253313,sephora,Le Prisme Blush Powder Blush,121,92
xlsImpprod3030003,ulta,Glam Eye Shadow Quad,121,80
xlsImpprod6010262,ulta,Color Elixir Lip Color,121,80
P100615,sephora,Angled Brow Brush,121,90
P379818,sephora,Pro's Picks Lip Tar Set,120,64
667,ulta,Simply Powder Foundation,120,86
xlsImpprod4070033,ulta,Voluminous Smoldering Eyeliner,120,84
P387590,sephora,Cat Eyes Palette,120,88
xlsImpprod3280313,ulta,Studio Perfect Primer in Green,120,66
4253,mac,Penultimate Eye Liner,120,64
P279706,sephora,All Over Shimmer Duo,120,86
xlsImpprod810010,ulta,Waterproof Eye Makeup Remover,120,86
P381553,sephora,Lashes To Die For™ Platinum,119,74
xlsImpprod4760489,ulta,Day To Night 6 Pc Set,119,86
xlsImpprod2470031,ulta,Online Only Magic Brush,119,94
xlsImpprod560302,ulta,Foundation and Concealer Brush,119,76
xlsImpprod641081,ulta,Go Curl Pocket Curler - Pink,119,84
xlsImpprod6380187,ulta,Two Timer Dual Ended Eyeliner,119,76
prod1521047,ulta,Moisturizing Mascara Remover,119,76
P291441,sephora,Flawless Definition Curl & Lengthen Mascara,119,80
xlsImpprod4480177,ulta,Shine Control Powder,119,84
P285618,sephora,Forever Your Curl Curl Memory Mascara,118,52
P313034,sephora,Pro Angled Liner Brush #22,118,78
xlsImpprod4710043,ulta,Beauty Buff Teardrop Sponges 6 Ct,118,52
xlsImpprod1790141,ulta,Photo Ready Powder,118,74
P284709,sephora,Brow Seal Transparent Eyebrow Gel,117,88
P388946,sephora,The Sky-Liner Seven Piece Petite Highliner Collection,117,88
307,mac,Brush Cleanser,117,90
P393953,sephora,The Sensual Skin Enhancer,117,82
xlsImpprod5000009,ulta,POREfection Mattifying Face Primer,117,80
10179,mac,Pro Longwear Lipcreme,117,84
P377221,sephora,Divine Goddess Luminizer,117,88
P270562,sephora,Instant Long-Wear Makeup Remover,117,90
P386370,sephora,bareMinerals® Get Started® Kit,117,84
xlsImpprod5770255,ulta,IT-O2 Ultra Repair Liquid Oxygen Foundation,117,82
xlsImpprod11331051,ulta,4-In-1 Liquid Veil Spray Foundation,116,82
P292324,sephora,Fabulips,116,82
P173677,sephora,Sun Protection Lip Treatment SPF 36 PA++,116,84
xlsImpprod5400013,ulta,Smart Shade CC Cream Complexion Corrector,116,70
P391916,sephora,Ink Liner,116,74
xlsImpprod4960047,ulta,Instant Age Rewind Eraser Dark Spot Concealer + Treatment,116,70
P387970,sephora,Artist Liner,116,74
prod2094081,ulta,bareMinerals Full Coverage Kabuki Brush,116,90
P399174,sephora,NARS Audacious Mascara,115,60
4384,mac,Cremesheen Glass,115,94
xlsImpprod1380012,ulta,Online Only Essential Palette,115,86
xlsImpprod810182,ulta,Glam Eyes Mascara,115,86
xlsImpprod3520007,ulta,Brow Defining Pencil,115,84
xlsImpprod3190269,ulta,Natural Lash - Black 120,114,92
xlsImpprod4930111,ulta,Lip Perfection Jumbo Gloss Balm,114,76
xlsImpprod6340089,ulta,Volumizing Mascara,114,80
P309704,sephora,Long-Wear Eye Pencil,114,76
xlsImpprod5050091,ulta,I Love Extreme Crazy Volume Mascara,114,84
xlsImpprod6330145,ulta,Silicone Eye Liner Brush,114,76
P385760,sephora,Smooth Operator™ Amazonian Clay Pressed Finishing Powder,114,74
P217938,sephora,The Makeup Perfect Smoothing Compact Foundation SPF 15,114,80
xlsImpprod4040053,ulta,Photo Ready Perfecting Primer,113,74
P387933,sephora,Up Close & Beautiful: 30 Day Complexion Starter Kit,113,78
P391912,sephora,Give In To Me Makeup Kit: Inspired by the movie <i>Fifty Shades of Grey</i>,113,94
xlsImpprod5120015,ulta,Creaseless Cream Shadow,113,88
P313006,sephora,Pro Precision Powder Brush #59,112,86
P287105,sephora,PURE CHROMATICS - 4 Wet & Dry Eye Shadows,112,88
P396021,sephora,Melted Metal,112,76
xlsImpprod6330143,ulta,Retractable Kabuki Brush,112,88
xlsImpprod11861065,ulta,Sculpting Brush,112,94
xlsImpprod3520039,ulta,ColorStay Lip Liner,112,84
P377349,sephora,The Sculptor Makeup Sponge,112,76
xlsImpprod4090139,ulta,Mineral Wear Talc-Free Mineral Airbrushing Pressed Powder SPF 30,112,78
P378145,sephora,Long Wear Cream Shadow Stick,111,84
xlsImpprod1930129,ulta,Mineral Wear Talc-Free Mineral Correcting Powder,111,80
xlsImpprod3000321,ulta,Healthy Skin Makeup Compact SPF 55,111,76
xlsImpprod3030019,ulta,Mineral Wear Talc-Free Mineral Airbrushing Loose Powder SPF 30,111,74
P384685,sephora,IT Palette - Color Spectrum,111,82
P387673,sephora,Buxom® Mascara Bar,111,58
xlsImpprod12091185,ulta,bareMinerals Pop Of Passion Lip Oil-Balm,110,78
P386311,sephora,Lash Power Feathering Mascara,110,74
P393456,sephora,Tinted Brow Freeze,110,80
xlsImpprod10881212,ulta,Brow Expert,110,84
xlsImpprod1790155,ulta,Lashes To Die For The Mascara,110,86
xlsImpprod4040037,ulta,Smart Shade Perfect Correct Primer Clear,110,54
P398942,sephora,Bling It On Amazonian Clay Blush Palette,110,94
P294812,sephora,Rich Lip Color,110,88
xlsImpprod3120747,ulta,Give 'em the Eye Twice-as-Nice Eyelash Curler w/reffill pad,110,50
xlsImpprod3460257,ulta,Wake Up Under Eye Concealer,110,62
P382504,sephora,Superprimer Face Primer - Universal Face Primer,110,84
P378900,sephora,Hydra Life BB Eye Crème,110,84
P382581,sephora,Smokey Eye Mascara,110,88
P285306,sephora,Bamboo Charcoal Blotting Papers,110,88
xlsImpprod3520009,ulta,Clear Complexion Concealer,109,86
P385755,sephora,Fresh Eyes Maracuja Waterproof Eye Makeup Remover Wipes,109,78
xlsImpprod4930053,ulta,Chill Makeup Setting Spray,109,88
P392711,sephora,Smashed Agave Lip Mask,109,86
xlsImpprod11001327,ulta,Twice As Nice Mascara,109,74
xlsImpprod4490023,ulta,Photo Finish Hydrating Under Eye Primer,109,76
xlsImpprod2240035,ulta,Baked Body Frosting,109,92
xlsImpprod1380024,ulta,Online Only BeachBlush,108,92
850,ulta,Oil Control Loose Powder,108,82
P313035,sephora,Pro Bent Liner Brush #23,108,94
xlsImpprod11921019,ulta,Lip + Cheek Color Stick,108,88
P382250,sephora,MODSTER Long Play™ Supercharged Lip Color,108,92
xlsImpprod5770229,ulta,Eye Shadow Trio,108,88
xlsImpprod5370017,ulta,Hope In A Jar A To Z Cream,108,84
xlsImpprod11371095,ulta,Line Smoother + Primer with Neodermyl,108,96
P392929,sephora,Lip Lab Limited Release Crème Deluxe Lipstick,108,78
VP00140,ulta,SpecialEyes Eye Liner Pencil,107,78
P193244,sephora,Foundation/Blush Brush No. 2,107,90
P374835,sephora,Rouge Dior Nude Lip Blush,107,90
xlsImpprod4460037,ulta,Age Smart Skin Perfect Primer SPF 30,107,90
xlsImpprod5430067,ulta,Evercolor Shadow Stick,107,92
xlsImpprod11951003,ulta,CC+ Eye Color Correcting Full Coverage Cream SPF 50+,107,74
xlsImpprod4310007,ulta,Gloss Stick,107,88
xlsImpprod2900025,ulta,Extra Volume Collagen Waterproof Mascara,107,48
P382049,sephora,Skin Perfection CC Crème SPF 30,107,78
P394937,sephora,Silk Crème Moisturizing Photo Edition Foundation,107,68
xlsImpprod481498,ulta,Bamboo Lash and Brow Groomer,106,82
xlsImpprod4560009,ulta,Brightening & Tightening Complexion Primer Potion,106,84
xlsImpprod11921007,ulta,Illuminator,106,82
prod380034,ulta,Define-A-Lash Lengthening Mascara,106,72
xlsImpprod4090117,ulta,ScandalEyes Mascara,106,72
xlsImpprod5420005,ulta,Lash Potion by Grow Luscious Volume + Length Mascara,106,66
P393232,sephora,Brightening Vanilla Face Powder,106,76
xlsImpprod11001331,ulta,Gel Eye Pencil Waterproof,106,76
xlsImpprod4090107,ulta,Natural Face Palette,106,90
P377295,sephora,World Famous Neutrals - Sexiest Nudes Ever,106,88
xlsImpprod5800018,ulta,bareMinerals Frame & Define Brow Styler,106,88
xlsImpprod5080027,ulta,Raincoat Waterproof Mascara Topcoat,105,78
xlsImpprod6380151,ulta,Baked Eyeshadow,105,68
xlsImpprod4040061,ulta,Photo Ready 3D Volume Mascara,105,76
xlsImpprod560206,ulta,Healthy Skin Smoothing Stick Treatment Concealer,105,82
prod2054444,ulta,Go Curl Pocket Curler - Black,105,84
xlsImpprod3820339,ulta,Colorstay Creme Gel Eyeliner,105,68
xlsImpprod5220131,ulta,Limited Edition Duo Fiber Collection,105,84
P384545,sephora,Always Sharp 3D Liner,104,74
xlsImpprod4710023,ulta,Foam Shadow Applicators 24 Ct,104,60
P387501,sephora,Ultimate oil-in-gel lipstick remover,104,92
P381443,sephora,Clear Complexion Blotting Linens,104,90
P375522,sephora,Liquid Lift Foundation,104,88
xlsImpprod1880073,ulta,"Clean Pressed Powder, Normal Skin",104,82
fs798591,ulta,Powder Palette Multi-Colored Blush,104,86
P378724,sephora,Pro Visionary Face Blender Brush #134,104,96
xlsImpprod5460093,ulta,Voluminous Million Lashes Excess Mascara,103,76
xlsImpprod10821030,ulta,Visible Lift Blur Foundation,103,72
P377632,sephora,Hot Escapes Bronzer,103,86
845,ulta,Oil Control Translucent Pressed Powder,103,82
xlsImpprod5640310,ulta,B6 Complexion Prep Spray,103,88
xlsImpprod4710079,ulta,Volumizing Lash Powder,103,72
xlsImpprod1800181,ulta,"Mirror Mate Lighted, Adjustable Compact 15x",103,74
xlsImpprod5120047,ulta,BB Cream All-In-One Skin Perfecting Beauty Balm SPF 21,103,80
P391757,sephora,Double Exposure Palette,103,76
P373808,sephora,BUXOM Stick Around™ Eye Primer,103,76
P386783,sephora,Pro Pencil,103,86
xlsImpprod3510079,ulta,Volume Accelerator Mascara,103,76
xlsImpprod4040035,ulta,Clear Complexion Blemish Healing Liquid Makeup,102,82
xlsImpprod5430059,ulta,Perfect Prep Poreless Primer,102,88
xlsImpprod3310043,ulta,Perfect Touch Lighted Oval Mirror,102,46
xlsImpprod11131115,ulta,bareMinerals bareSkin Perfecting Veil,102,86
xlsImpprod2230221,ulta,Heated Mini Eyelash Curler,102,54
xlsImpprod4920049,ulta,Fine-One-One,102,84
xlsImpprod2940209,ulta,ColorStay Overtime Lipcolor,102,80
P375362,sephora,Lacquer Rouge,102,88
xlsImpprod11061126,ulta,Live Beauty Fully Flawless Blush Brush #227,102,96
P388549,sephora,Glitz & Glam Party Essentials Sampler,102,92
xlsImpprod6500040,ulta,Liner Love,102,86
P385144,sephora,Cosmetic Colour Pencils,102,88
xlsImpprod5050003,ulta,Glam Lipgloss Aqua Luxe,102,86
P394919,sephora,Highlight Lowlight Face Contour Duo,102,70
P294018,sephora,Cleansing Spa Water Cloths,102,94
xlsImpprod4480189,ulta,Volum' Express The Colossal Cat Eyes Waterproof Mascara,102,78
44551,ulta,Lip Liner,101,82
xlsImpprod11061088,ulta,Airbrush Buffing Foundation Brush #110,101,92
P385752,sephora,Amazonian Clay Volumizing Brow & Hair Powder,101,90
P381717,sephora,Rouge Nouveau Weightless Lip Colour,101,84
P384825,sephora,Colorful Eyeshadow  Glitter,101,76
xlsImpprod2500111,ulta,Girl Meets Pearl,101,84
P395524,sephora,Clinique Pop Lip Colour + Primer,101,82
P378870,sephora,Pore Corrector Anti-Aging Primer,101,86
P381703,sephora,Airflash Matte Touch,100,76
xlsImpprod6380161,ulta,Control Freak Eyebrow Gel,100,84
P381918,sephora,All About Shadow - Quad,100,86
xlsImpprod5770281,ulta,Vitality Face Disc,100,94
P382117,sephora,Passion Eyes Mascara,100,86
xlsImpprod4270203,ulta,Brow Pencil + Gel Duo,100,84
xlsImpprod6400203,ulta,Brow Gel Crayon,100,82
1765,mac,Dazzleglass,100,88
P379003,sephora,bareMinerals® Touch Up To-Go Duo,100,88
380,mac,217 Blending Brush,100,96
xlsImpprod6380155,ulta,Blotting Powder,100,84
P296419,sephora,True Lash™ Lash Enhancing Eye Makeup Remover,99,84
xlsImpprod1910039,ulta,Coverstick,99,76
P237507,sephora,Pure Pigments,99,86
P395551,sephora,Argan Enlightenment Illuminizer,99,86
xlsImpprod3690105,ulta,Oil-Free Makeup Remover Towelette 25 Ct,99,80
P386702,sephora,Fall Into Luxury Baked Eye and Face Palette,99,70
xlsImpprod1380130,ulta,Extra Curl Eyelash Curler,99,60
xlsImpprod4710029,ulta,Dual Tipped Cotton Applicators 75 Ct,98,88
P394258,sephora,Poppy Picnic Limited-Edition Amazonian Clay Eye & Cheek Palatte,98,92
xlsImpprod6380169,ulta,Invincible Fullest Coverage Foundation,98,68
P393266,sephora,Contouring 101 Face Palette,98,70
xlsImpprod11951033,ulta,They're Real Push-Up Liner Mini,98,70
xlsImpprod4181075,ulta,Get BIG Lashes Volume Boost Mascara,97,76
P294810,sephora,High Shimmer Lip Gloss,97,84
P244433,sephora,Advanced Hydro-Liquid Compact Refill SPF 15,97,86
xlsImpprod6420044,ulta,Vitality Lip Blush Hydrating Gloss Stain,97,80
P259921,sephora,Tattoo Eraser,97,68
P146810,sephora,Monoi Body Glow II,97,82
P381823,sephora,beautyblender®  pure®,97,90
P378801,sephora,Photo Op Eye Brightening Mascara,97,82
P390310,sephora,Brightening Violet Powder,97,84
372,mac,Pigment,96,96
xlsImpprod4090121,ulta,Shimmer Strips Custom Eye Enhancing Shadow & Liner-Universal Looks Collection,96,76
P381914,sephora,gel lab™,96,64
xlsImpprod5770271,ulta,Vitality Cheek Stain,96,84
xlsImpprod11421055,ulta,Tightline Full Lash Length Black Mascara Primer Mini,96,82
xlsImpprod4490017,ulta,ScandalEyes Lycra Flex Mascara,96,76
xlsImpprod2960103,ulta,One Coat Triple Effect Mascara,96,70
P380709,sephora,Perfection Powder - Featherweight Foundation,96,76
1347,mac,Technakohl Liner,96,88
P307105,sephora,High Brow Glow A Luminous Brow Lifting Pencil,96,82
xlsImpprod5050247,ulta,Travel Size TANtalizer Highlighter & Matte Bronzer Duo,96,84
P380832,sephora,Pro-Prime™ Light Optimizing Primer Broad Spectrum SPF 15,95,80
xlsImpprod5540023,ulta,Skin Renew Miracle Skin Perfector BB Cream,95,76
VP11562,ulta,MoistureShine Lip Soother SPF 20,95,86
xlsImpprod3650124,ulta,Le Stylo Waterproof Long Lasting Eye Liner,95,80
P397514,sephora,Eyeshadow Bar Single Eyeshadow,95,94
xlsImpprod5180513,ulta,Joystick Lip Lacquer,95,80
P391642,sephora,After Dark - Stained Gloss: Test Tube x 4 Set,95,72
P393095,sephora,Pro Airbrush Blender #78,95,90
xlsImpprod4950069,ulta,Nearly Naked Pressed Powder,95,80
P388223,sephora,Artist Palette,95,92
xlsImpprod6320384,ulta,Supernatural Airbrushed Canvas Broad Spectrum SPF 15,95,68
xlsImpprod3220063,ulta,Recycled Aluminum Retractable Foundation Brush,95,78
P270569,sephora,Shimmer Wash Eye Shadow,95,90
xlsImpprod10881150,ulta,Butterfly Intenza Mascara,95,78
P378041,sephora,Targeted Eye Remover Swabs,94,76
xlsImpprod4090125,ulta,Shimmer Strips Custom Eye Enhancing Kohl Kajal Eyeliner Trio,94,52
xlsImpprod10821026,ulta,Baby Lips Crystal,94,86
P379819,sephora,Stained Gloss,94,68
P391905,sephora,Tartelette Amazonian Clay 12-Hour Blush,94,96
P388118,sephora,Ombre Nudes Eye Palette,94,86
xlsImpprod2890003,ulta,Baked Blush,94,86
P395105,sephora,Enamored Hi-Shine Lip Lacquer,94,86
xlsImpprod10291020,ulta,Collection Privee The Perfect Nudes,94,78
xlsImpprod4480173,ulta,Voluminous Power Volume 24 Hour Waterproof Mascara,94,68
xlsImpprod3650104,ulta,Blush Subtil,94,96
xlsImpprod10921018,ulta,Subversion Lash Primer,94,90
P311500,sephora,Buxom Color Choreography™ Eyeshadow,94,82
P392433,sephora,The Kat Eye Set,94,74
xlsImpprod2460097,ulta,Deep Clean Makeup Remover Wipes,93,82
prod2132775,ulta,Retractable Lip Brush - Silver,93,82
P378717,sephora,Satin Perfection BB Cream Sunscreen,93,76
P382701,sephora,IllumiKate CC Cream Broad Spectrum SPF 50+ PA+++,93,82
xlsImpprod2980147,ulta,Fit Me Bronzer,93,64
P394001,sephora,Meteorites Baby Glow,93,86
xlsImpprod6500022,ulta,Ink For Eyes Waterproof Precision Eye Pen,93,72
P129707,sephora,Eyebrow Show Powdery Eyebrow Pencil,93,82
P398516,sephora,Five Fearless Years Limited Edition Tattoo Liner,93,88
xlsImpprod3460255,ulta,One Coat Get Up and Grow Waterproof Mascara,93,70
P294005,sephora,Maifanshi Moisture Foundation,93,80
xlsImpprod2390017,ulta,Anti-Aging Face Primer,93,92
xlsImpprod1790131,ulta,Healthy Skin Pressed Powder,93,82
xlsImpprod4141565,ulta,Le Frou Frou Boudoir Mascara,92,58
P109956,sephora,Flat Eye Liner Brush,92,94
P385119,sephora,Eye For Color Mini Eye Brush Capsule,92,68
xlsImpprod6420046,ulta,Feel The Moment Anti-Aging Ultra Hydrating Sensory Awakening Primer Serum,92,90
P388501,sephora,Marvelous Moxie® Lipgloss in Hypnotist,92,60
1348,ulta,Eye Definer Automatic Eye Pencil,92,78
P385402,sephora,Be Legendary Lip Gloss,92,84
P122628,sephora,Continuous Coverage,92,84
399,ulta,Eyeliner,92,84
P375253,sephora,Photo Finish More Than Primer Dark Spot Correcting,92,74
xlsImpprod1380018,ulta,Online Only Better-Than-Waterproof Mascara,92,74
620,ulta,Perfect Blend Eyeliner,92,82
xlsImpprod5230041,ulta,Deluxe Fan Brush,92,92
P309702,sephora,Diorskin Nude Tan Healthy Glow Enhancing Powder,92,90
P249300,sephora,Precious Light Rejuvenating Illuminator,92,88
xlsImpprod3570069,ulta,Powder Bronzer,92,82
xlsImpprod560320,ulta,Eyeliner Brush,92,78
xlsImpprod11851139,ulta,Lash Sensational Waterproof Mascara,92,76
1388,ulta,Eyebrow Pencil,92,86
P388552,sephora,Lashstash,91,96
P384907,sephora,Foundation Primer - Radiance Bronze,91,82
P295221,sephora,bareMinerals Heal & Conceal Acne Treatment & Concealer,91,78
xlsImpprod12331043,ulta,Revolution High-Color Lip Gloss,91,90
xlsImpprod5180515,ulta,Honey Stick Lipgloss,91,64
278,mac,Select Cover-Up,91,86
P396901,sephora,Maxi Lash So Volume,91,90
xlsImpprod12391015,ulta,Brush Bath Purifying Instant Brush Cleaner,91,92
xlsImpprod5560087,ulta,Hello Sailor Lipstick,91,76
xlsImpprod1250366,ulta,Healthy Volume Waterproof Mascara,91,64
xlsImpprod5020085,ulta,Super BB All-In-1 Beauty Balm Cream,91,78
P397613,sephora,Lip Balm,91,98
xlsImpprod3120743,ulta,Flirty Eyes Classic Eyelash Curler w/ Refill,91,72
P394501,sephora,Pop of Passion Lip Balm,90,74
xlsImpprod6330001,ulta,The POREfessional Agent Zero Shine,90,84
P384065,sephora,Teddy Bear Hair 5 Piece Brush Set,90,96
636,ulta,Classic Color Blush,90,84
P400008,sephora,Brow Raising Brow Wardrobe,90,94
